"price","date","bedrooms","bathrooms","sqft","floors","waterfront","yr_built","yr_renovated"
255000,282,3,1,1250,1,0,1927,0
1185000,210,4,2.75,3020,2,0,1976,2003
635200,148,4,1.75,1640,1,0,1921,0
355000,482,3,1.75,1870,2,0,1956,1979
544000,394,3,2.5,1760,3.5,0,1998,0
402000,476,3,1.5,1320,2,0,1998,0
575000,359,4,1.5,1430,1.5,0,1910,0
216000,204,3,1.75,1580,1,0,1977,0
1200000,167,4,3.5,4170,2,0,2004,0
850000,141,4,3.25,3090,2,0,1923,2015
238000,135,3,2,1020,2,0,2004,0
625000,467,4,1.75,2180,1.5,0,1912,0
1110000,181,5,3.25,3350,2,0,1997,0
820000,147,3,2.5,2510,2,0,1995,0
355000,334,3,2.5,1880,1,0,1974,0
495000,426,4,1.5,1810,1,0,1960,0
1300000,425,5,2.5,4170,2,0,1991,0
398750,124,3,2.5,2230,2,0,1954,0
835000,196,4,2.5,3650,2,0,2006,0
705000,274,6,2.75,2830,1,0,1967,0
625000,488,4,1.5,2120,2,0,1900,0
550000,406,4,2.5,2090,2,0,1990,0
540000,148,3,1.5,2600,1,0,1940,0
519000,154,2,1,830,1,0,1920,0
311000,392,4,2.5,1975,2,0,1996,0
305000,460,4,2.5,1900,1,0,1968,0
395000,183,4,2.75,2640,1.5,0,1963,0
275000,310,4,1.5,1610,1,0,1969,0
450000,218,3,3.25,1770,2,0,2003,0
324000,253,2,1,1070,1,0,1955,0
2795000,469,5,3.25,4590,2,0,1928,0
565000,196,4,1,1540,1.5,0,1906,0
373000,187,4,1.75,1590,2,0,1960,0
613000,188,2,2,1170,1.5,0,1927,0
614000,310,4,2.25,2880,1,0,1981,0
595000,489,4,1.75,2510,1,0,1964,0
440000,232,2,1,1280,1,0,1983,0
425000,440,3,1.5,1570,1,0,1954,0
407000,267,2,1,740,1,0,1912,0
472000,236,3,1.5,1740,1,0,1955,0
472000,167,3,2.5,1180,3,0,2010,0
1250000,294,5,2.75,2960,1,0,1959,0
412000,188,3,1.75,1880,1,0,1945,0
717000,460,3,1,1150,1,0,1959,2015
425000,223,3,1,1320,1,0,1959,0
299999,230,4,2,1640,1,0,1944,0
254000,491,3,2,1470,1,0,1992,0
178500,407,3,1,900,1,0,1961,0
8e+05,324,3,1.75,1510,1,0,1910,0
420000,253,3,1,1440,1,0,1922,0
319900,435,2,1,1380,1,0,1940,0
350000,425,2,1.5,1150,1,0,1944,0
968000,147,6,2.75,3610,1,0,1959,0
491000,420,3,2,1250,3,0,2000,0
948000,475,3,2.5,3510,2,0,2002,0
9e+05,266,3,2.5,2260,2,0,1925,2004
270000,432,3,1.75,2840,1,0,1977,0
198000,167,3,1.5,1430,1,0,1980,0
250000,324,2,1,1420,1,0,1953,0
615000,210,4,2.5,2120,2,0,2004,0
550000,258,3,2.5,2080,2,0,1988,0
190000,289,2,2.5,1370,2,0,1987,0
629000,279,4,2.25,1900,1,0,1984,0
434000,279,3,1.75,1660,1,0,1955,0
415885,280,3,1,1310,1,0,1964,0
550000,152,3,2.5,1840,1,0,1926,0
272000,385,1,0.75,1040,1,0,1991,0
665000,177,3,2.5,2610,2,0,1988,0
510000,281,3,2,1990,1,0,1971,0
530000,246,3,2,3080,1,0,1965,0
355000,292,3,1,1200,1,0,1970,0
255000,418,4,1,1250,1,0,1955,0
790000,204,4,2.75,2640,2,0,1990,0
695000,335,5,1.75,1790,2,0,1952,0
255000,310,2,2,1140,1,0,1954,0
410000,203,3,2.25,1790,1.5,0,1985,0
650000,175,4,2.75,1910,1,0,1940,0
675000,441,4,1.75,1530,1.5,0,1913,0
332888,181,2,2.5,1050,2,0,2007,0
3e+05,415,3,1.75,1730,1,0,1976,0
320000,212,4,1.5,1100,1,0,1954,0
342500,492,5,2.25,2100,1,0,1963,0
752875,443,4,2.5,2800,2,0,1992,0
1730000,180,5,3.5,5000,2,0,2008,0
255000,225,1,0.5,880,1,0,1910,0
244000,306,3,2.5,1470,2,0,1991,0
1420000,455,5,3.25,3950,2,0,2006,0
218000,313,3,1,980,1,0,1956,0
359000,336,4,1,2180,1.5,0,1950,0
840000,299,4,2.75,3040,2,0,2003,0
9e+05,126,5,3.75,4130,2,0,1985,0
205000,281,4,1.75,1850,1.5,0,1972,0
205000,385,3,2.5,1600,2,0,1993,0
5e+05,462,2,1.5,2070,2,0,1951,0
510000,373,4,2.5,3180,2,0,2001,0
1135000,170,6,4.25,6900,2,0,2002,0
1545000,484,4,2.25,2640,2,0,1908,0
210000,201,3,1.5,1920,1,0,1953,0
597500,342,3,1.75,2030,1,0,1981,0
4e+05,301,2,1,1140,1.5,0,1932,0
412000,232,3,1,1660,1,0,1952,0
299950,448,2,1.5,1390,3,0,2005,0
1081000,477,4,3,2490,1.5,0,1922,2003
422500,321,4,2.5,2550,2,0,1990,0
410000,194,3,2,1270,1,0,1968,0
1400000,147,4,3.25,2980,2,0,1900,2014
245000,195,3,2,1470,1,0,1974,0
720000,182,4,3,3550,1.5,0,1990,0
315000,296,2,1,780,1,0,1935,0
191950,419,2,2.5,1390,2,0,1987,0
455000,265,4,2.5,2440,2,0,2005,0
523000,135,3,1.5,1260,1.5,0,1931,0
250000,296,3,2.25,1640,2,0,1918,1983
294000,377,3,3,1670,1.5,0,1929,2012
490000,282,3,2.25,2380,1,0,1961,0
310000,258,4,1,1030,1,0,1971,0
265000,201,3,1.5,1560,1,0,1961,0
402000,222,4,1.75,1640,1,0,1968,0
705000,128,2,2.5,2200,1,0,2007,0
589450,327,4,2.5,3190,2,0,2005,0
219950,356,3,1.5,1200,1,0,1964,0
750000,224,3,2.25,2250,2,0,1975,0
478000,232,2,1.75,1960,1,0,1904,0
170000,194,3,1,1250,1,0,1958,0
489950,162,4,2.25,2640,1,0,1986,0
1370000,156,2,2.25,2460,1.5,0,1936,0
319950,425,3,2.5,1700,2,0,1996,0
208417,327,2,1,840,1,0,1938,0
410000,320,4,2,1900,1,0,1914,1973
590000,205,4,2.75,2160,1,0,1969,0
648000,483,3,1.75,1610,1,0,1961,0
255000,177,3,2.5,1720,2,0,1998,0
465000,236,4,2.75,2190,2,0,2004,0
622000,392,4,1.75,3020,1,0,1958,0
306000,257,3,1.75,1980,1,0,1991,0
617000,282,3,2.5,1880,2,0,1947,2007
438750,147,3,1.75,1610,1,0,1947,0
1280000,267,4,3,3260,2,0,1930,2014
995000,327,5,3.25,3970,2,0,1979,0
1580000,173,4,2.5,4570,2,0,1948,1985
635000,476,5,2.75,2620,1.5,0,1911,0
215000,208,3,1,1180,1,0,1970,0
530000,299,3,2.5,1365,3,0,2003,0
295000,443,2,1,720,1,0,1943,0
245000,425,3,2.25,1350,1,0,1981,0
4e+05,369,6,2.5,3060,1,0,1967,0
303000,201,3,2.75,1850,2,0,1993,0
330000,287,3,1.75,1320,1.5,0,1970,0
7e+05,427,3,1.75,1990,2,0,1980,0
126000,237,1,1,610,1,0,1922,0
850000,203,4,1,2500,1.5,0,1955,0
405000,351,3,2,1440,1,0,1965,0
869900,230,6,4.5,2750,2,0,1987,0
485000,454,3,1.75,1790,1,0,1951,0
4e+05,392,2,2,1050,2,0,2004,0
299950,253,3,2.5,1780,2,0,2011,0
585000,450,4,2.5,2200,2,0,1994,0
495000,490,4,2,1720,2,0,1938,1980
2200000,434,5,4.5,5840,2,0,2006,0
447000,313,3,2.25,1520,2,0,1984,0
206000,471,3,1,1320,1,0,1968,0
5e+05,293,3,1,1070,1,0,1930,0
302500,324,4,2.5,1990,2,0,1994,0
1250000,328,4,4.25,4980,2,0,1982,0
391000,203,2,1,890,1,0,1946,0
250000,190,3,2,1440,2,0,1986,0
435000,203,4,2.5,2440,2,0,2003,0
160000,406,4,2.25,1800,1,0,1962,0
451000,202,5,3,2260,1,0,2003,0
206000,124,2,1,810,1,0,1944,0
590000,265,4,2.75,2240,2,0,1940,0
695000,134,3,2.5,4560,2,0,1986,0
350000,323,3,1.5,1550,1,0,1954,0
1236300,449,5,3.5,3180,2,0,2001,0
395000,453,6,2.25,2950,1,0,1970,0
419000,459,5,3,2190,2,0,1999,0
592350,188,2,2,1570,1,0,2006,0
855000,217,5,3.25,3420,2,0,2003,0
771000,363,4,2.5,2420,2,0,1991,0
325000,351,3,2.25,1570,1,0,1967,0
1850000,290,5,3.25,3680,2,0,1925,0
545000,209,4,1.75,1910,1,0,1953,0
615000,421,3,1.75,1780,1,0,1927,0
625500,464,2,1,2160,1,0,1953,0
232000,188,3,1.5,1460,1,0,1966,0
168000,194,3,1.5,1370,1,0,1963,0
238000,392,3,1.5,1370,1,0,1963,0
260000,468,3,2.5,1500,2,0,1998,0
460000,425,3,1.75,1210,1,0,1951,0
9e+05,236,3,2.5,2850,1,0,1952,2008
289950,293,3,1,1090,1,0,1947,2006
265000,415,3,1.75,1450,1,0,1991,0
465000,149,4,2.25,1820,1,0,1977,0
370000,316,3,1.5,1320,1,0,1971,0
240000,217,2,1.5,1670,1,0,1941,1963
232000,259,4,2,1440,1,0,1943,0
237502,209,3,1,980,1,0,1951,0
1280000,348,4,3.5,4340,2,0,2008,0
957000,478,4,2.25,2860,1,0,1966,0
218000,428,3,1.5,1140,1,0,1970,0
205000,231,3,1.5,1120,1,0,1968,0
350000,161,3,3.25,1460,2,0,2006,0
256000,182,4,2.5,2050,2,0,2002,0
275000,210,3,1,1250,1,0,1952,0
372000,457,4,2.5,2520,2,0,1990,0
688888,442,3,3.25,2580,1.5,0,1978,0
170000,180,2,1,1200,2,0,1976,0
530000,175,5,2.25,2140,1,0,1962,0
905000,173,4,3.25,3440,2,0,2006,0
365000,236,4,2.5,1800,1,0,1979,0
312000,460,4,2.5,1790,1,0,1981,0
4e+05,233,2,1.75,1250,1,0,1922,1968
278750,254,2,2,800,1,0,1936,0
510000,455,3,2,1410,1,0,1965,0
527700,468,2,2.25,1330,3,0,2009,0
740000,469,4,2.75,2890,1.5,0,1931,0
512000,219,4,2.5,2550,2,0,1996,0
362000,315,5,2.5,2880,2,0,2001,0
225000,401,3,1,660,1,0,1940,0
491500,180,3,2.25,1470,2,0,1985,0
429950,399,4,1.75,1700,1,0,1959,0
375000,320,3,1,1040,1,0,1955,0
199400,224,2,1,880,1,0,1916,0
364900,390,4,2.5,2490,2,0,1996,0
324950,254,3,1.5,1210,1,0,1941,0
467000,453,5,2,2080,1,0,1909,0
380000,233,3,1,1380,1,0,1954,0
250000,306,3,2.25,1620,1,0,1966,0
7e+05,139,4,1,1680,1.5,0,1921,0
206990,316,3,1,1330,1,0,1976,0
670000,460,3,1.75,1730,1,0,1928,0
315000,139,2,1,790,1,0,1955,1984
319950,464,3,2.5,2240,2,0,1985,0
419000,210,3,1.5,1500,1,0,1958,0
205000,233,3,2,1800,1,0,1989,0
335000,295,4,2.5,1980,2,0,2004,0
397000,296,3,1.75,1340,1,0,1953,0
370000,483,2,1,750,1,0,1908,1995
330000,260,4,2.25,1790,1,0,1969,0
1785000,302,4,3.5,5490,1,0,1996,0
399000,219,3,2,1940,1,0,1978,0
4e+05,170,4,1.75,2670,2,0,1972,0
249900,197,3,2,1220,1,0,1994,0
717000,132,3,1.5,1310,1,0,1956,0
319000,218,4,2.5,1930,2,0,1995,0
635000,457,4,3,2100,2,0,1972,0
355000,252,3,1,1180,1,0,1977,0
1600000,455,5,3.25,4320,2,0,1990,0
585000,194,4,1.75,3140,1,0,1951,1983
320000,362,3,2,2320,1,0,1960,0
305495,133,3,1.75,2110,2,0,1966,0
240000,169,4,2,1790,1,0,1960,0
199950,173,5,2.5,1740,1,0,1959,0
1620000,237,4,3.25,3820,2,0,2005,0
770000,413,3,3.5,2050,2,1,1930,0
255000,182,4,2.25,1680,2,0,2002,0
289000,257,4,2.25,1930,1,0,1974,0
494500,198,4,3,3760,2,0,2002,0
746000,154,3,2.25,2370,1,0,1973,0
385000,295,4,3,2120,2,0,1978,0
688100,321,4,2.5,2370,2,0,1987,0
870300,131,4,2.5,2350,1.5,0,1910,0
310000,294,3,1,1180,1.5,0,1956,0
5e+05,435,3,2.5,2270,2,0,1999,0
255000,225,3,2.25,1830,1,0,1977,0
1475000,413,3,2.75,3910,1,0,1949,0
154500,266,3,1,890,1,0,1957,0
425000,149,3,2.25,1820,1,0,1974,0
7e+05,201,4,2.5,2440,2,0,1988,0
410500,324,2,1,1110,1,0,1916,0
432000,194,3,2,1870,1,0,1969,0
530000,468,3,1.5,1240,1.5,0,1914,0
465000,146,3,2,1560,1,0,1967,0
498688,265,3,2.5,1910,2,0,1989,0
573500,456,3,1,2200,1,0,1952,0
349900,287,4,2.75,2530,2,0,1994,0
220000,168,3,1,1130,1,0,1958,0
260000,211,2,1,820,1,0,1918,0
290000,253,2,1,960,1,0,1918,0
615000,456,4,1.5,1980,1.5,0,1930,0
730000,294,4,3.5,3370,2,0,2001,0
1950000,376,4,3.25,7420,2,0,2002,0
332500,140,3,2.25,1800,2,0,1995,0
650000,357,5,3.5,3990,2,0,1990,0
1400000,240,4,2.5,4070,3,0,2002,0
465000,497,4,1.75,1640,1.5,0,1915,0
690000,202,4,3.25,3730,2,0,1990,0
289900,191,3,1.75,1220,1,0,1966,0
1620000,351,3,3.5,3490,2,0,2009,0
339950,476,3,2.5,1730,2,0,1999,0
367999,477,4,2.75,3430,1.5,0,1972,0
380000,413,4,2.5,2320,2,0,1994,0
440000,175,3,1.75,2030,1,0,1953,0
975000,140,5,4,4850,2,0,1977,0
309500,216,3,1.5,1340,1,0,1968,0
350000,203,3,1,1130,1,0,1948,0
215000,439,2,2,1180,2,0,2005,0
254000,237,2,1,910,1,0,1943,0
567000,474,3,1.75,1630,1.5,0,1908,0
402000,148,2,1,710,2,0,1943,0
365000,323,4,1,1520,1,0,1948,0
625000,121,4,2.5,2820,2,0,2014,0
432000,477,4,1.75,1970,1.5,0,1942,0
335500,212,5,3,2240,1,0,1968,0
672500,217,2,1.75,1860,1,0,1956,0
336000,202,4,1,1780,1.5,0,1919,0
294400,327,4,2.5,1788,2,0,1990,0
541900,474,3,2.5,1880,2,0,1988,0
505000,350,3,1.75,2300,1,0,1977,0
255000,155,3,2.5,1610,2,0,1994,0
435000,386,6,2.5,2270,1,0,1964,0
636000,127,2,1.75,1230,1.5,0,1925,0
655000,251,4,3.5,3420,2,0,2004,0
280500,441,3,1.5,1670,1,0,1953,0
520000,476,2,1,1120,1,0,1946,0
354000,176,4,2.5,2580,2,0,2005,0
810000,233,5,2.75,3847,1,0,1975,0
4e+05,121,4,2.5,3630,1.5,0,1979,0
879900,371,4,2.75,3580,1,0,1979,0
1288000,443,5,4,4050,2,0,1980,0
902500,456,3,3.5,3240,2,0,1992,0
9e+05,497,3,1.75,1540,1.5,0,1902,0
419500,197,4,2.5,2550,2,0,2003,0
685000,306,4,2,2340,1,0,1953,0
429950,310,4,2.5,2320,2,0,2004,0
464950,477,4,2.5,1640,2,0,2011,0
239900,282,2,1,910,1,0,1983,0
406250,413,4,3.25,2550,2,0,1990,0
447000,299,4,2.5,2660,2,0,1997,0
466800,155,3,2.5,1480,2,0,1996,0
674000,259,4,2.5,2810,1,0,1962,0
525000,329,1,1,830,1,0,1924,0
674950,485,3,2.75,3510,2,0,1990,0
374900,483,3,2.5,2480,2,0,2004,0
1443920,278,4,3,3720,2.5,0,1905,0
559500,338,3,2.25,2150,2,0,1984,0
522500,135,3,2.5,2370,2,0,2003,0
1130000,481,5,2.5,4310,2,0,1988,0
498500,162,5,2.75,2990,2,0,1996,0
571000,236,4,1,1350,1.5,0,1930,0
543000,133,2,2,2370,1.5,0,1992,0
271920,427,3,2,1410,1,0,1985,0
104950,341,2,1,1170,1,0,1949,0
485500,271,4,2.5,1800,2,0,1999,0
1210000,147,4,2.75,3650,2,0,1951,2003
260250,386,3,1.75,1490,1,0,1993,0
875909,467,4,2.5,3610,2,0,1996,0
455000,156,4,1.75,2050,1,0,1959,0
309000,139,3,1,1092,1.5,0,1918,0
229000,189,4,2.25,2010,1,0,1979,0
250000,483,3,2,1680,2,0,1953,0
6e+05,147,4,2,2510,1,0,1960,0
535000,127,4,2.5,2280,2,0,2004,0
571000,320,3,2.5,2510,2,0,2001,0
1030000,124,5,2.75,3190,1,0,1976,0
6e+05,174,4,3.25,4690,2,0,1995,0
469500,482,3,2.25,1850,1,0,1977,0
1150000,456,4,3,4160,2,0,2001,0
785000,236,4,1.5,2220,1.5,0,1925,0
872750,482,3,2.5,2870,2,0,1991,0
9e+05,226,4,2.75,3950,1,0,1955,0
350000,197,2,1.75,1740,1.5,0,2002,0
2575000,464,5,3,4780,1,0,1975,0
940000,209,4,2.5,3160,1,0,1980,0
185000,195,5,1.75,1990,1,0,1955,0
850000,174,4,3.5,3920,2,0,1996,0
201000,259,3,1,960,1,0,1963,0
499000,371,2,1.5,1540,2,0,1980,0
315000,462,4,2.5,1970,2,0,2002,0
509950,217,3,2.5,1880,2,0,1993,0
286300,420,3,2.75,2000,1,0,1964,0
590000,208,3,2.5,1990,2,0,1997,0
325000,246,4,1,1400,1.5,0,1948,0
625000,233,4,2.5,3190,2,0,1997,0
378000,316,3,1.5,1000,1,0,1947,0
239950,168,3,1.75,1670,1,0,1978,0
550000,314,4,2,2100,1,0,1924,0
325000,476,2,1,1010,1,0,1903,0
831000,159,4,2.5,2030,1.5,0,1926,0
249000,345,3,1,1090,1,0,1950,0
484000,390,4,1.75,2440,1,0,1976,0
395000,324,4,3,2500,2,0,2002,0
839900,322,4,2.5,3420,2,0,2002,0
760000,316,4,2.5,2850,2,0,1998,0
750000,496,4,1.5,2030,1.5,0,1927,0
3e+06,462,5,3.75,4590,2,0,1927,0
440000,257,3,2.5,2230,2,0,2004,0
501000,336,2,1.75,1810,1,0,1962,1980
739000,266,6,4.5,4000,2,0,1978,0
685650,250,3,1.75,1490,1,0,1958,0
1005000,175,4,4.5,4225,2,0,1985,0
980000,258,4,1.75,2120,1.5,0,1929,0
275000,272,3,1.5,1030,1,0,1968,0
319950,138,4,1.75,2310,1,0,1976,0
448500,443,3,2.25,1830,2,0,1985,0
437000,153,5,2,2120,1.5,0,1913,0
330000,310,4,1.5,2500,1,0,1966,0
365000,350,3,2.5,2470,2,0,1990,0
329000,315,2,1,940,1,0,1916,0
681500,170,5,2.75,3260,1,0,1964,0
566000,128,3,2.25,1660,1,0,1980,0
897500,292,4,3,4370,2,0,1984,0
738000,362,3,2.5,2620,2,0,1995,0
185000,474,3,1.75,1500,1,0,1968,0
445000,427,2,1,910,1,0,1936,0
175000,448,3,1.75,1430,1,0,1957,0
315000,324,2,1,900,1,0,1941,0
445000,174,4,1.75,1250,1,0,1959,0
1400000,216,5,3,3850,1,0,1964,0
832500,329,4,2.5,3450,2,0,1987,0
771150,197,4,3.5,3950,2,0,2001,0
225000,132,4,1.5,1950,1.5,0,1939,0
389950,265,3,2.5,1700,2,0,2003,0
435000,215,3,2.5,2370,2,0,2004,0
845000,439,3,1.75,1600,2,0,1929,0
1300000,205,4,1.75,4060,2,0,1924,0
350000,194,3,2.25,1322,2,0,2005,0
250000,188,3,1.75,1140,1,0,1983,0
370000,484,2,1.5,1280,2,0,2007,0
750000,209,4,2.5,3080,2.5,0,2008,0
439950,236,2,1.75,1210,1,0,1906,0
395000,306,4,1.75,1950,1,0,1962,0
375000,218,4,1,1450,1.5,0,1947,0
263000,134,3,2.25,1590,2,0,1991,0
185000,341,3,1,1240,1.5,0,1959,0
5e+05,420,3,1,1440,1,0,1974,0
920000,268,4,2.5,3470,2,0,1993,0
936000,296,7,3.75,5100,2,0,2001,0
1500000,127,3,1.75,2430,1,0,1952,0
1100000,299,3,2.25,2420,1,0,1948,0
247000,366,3,2.5,1510,1,0,1990,0
289500,479,3,1,1200,1,0,1947,0
432500,152,3,2.5,2240,2,0,2002,0
680000,450,3,1.75,1870,1,0,1920,0
589000,147,3,1,1110,1.5,0,1932,0
756450,356,4,2,3210,1.5,0,1914,0
536650,461,3,1.75,2090,1,0,1975,0
540000,182,3,2.25,1320,2,0,1994,0
385000,482,3,1.75,1340,1,0,1960,0
485000,244,3,1,1020,1,0,1941,0
240000,268,3,2,1220,1,0,1980,0
415500,449,3,2,1220,1,0,1980,0
550000,316,3,2,1390,1.5,0,1915,0
1260000,271,4,2,2970,2.5,0,1900,0
430000,195,2,2,1440,2,0,1990,0
415000,315,2,1.75,1550,1,0,1953,0
365000,392,4,2.5,1904,2,0,1999,0
257000,343,4,1.5,1400,2,0,1975,0
420000,174,3,2.5,2140,2,0,2005,0
338995,258,3,1.75,1320,1,0,1943,0
615000,464,3,1.75,2620,1,0,1948,0
312500,345,4,0.5,2300,2,0,1996,0
513000,125,4,2.5,2000,2,0,1996,0
857500,391,4,2.75,2960,2,0,1952,1993
1060000,363,3,2.75,2700,1.5,0,1977,0
585000,202,3,1.75,1740,1,0,1958,0
350500,280,2,2.5,1770,1,0,2003,0
215000,278,3,2,1290,1,0,1947,0
440000,167,4,2,1450,1.5,0,1962,0
270000,481,3,2.25,1420,1,0,1985,0
385000,295,3,0.75,1330,1,0,1924,0
688500,320,3,1.75,1760,1.5,0,1927,0
7e+05,138,3,1.75,2010,1,0,1912,0
585000,233,5,2,2560,1,0,1960,0
401000,421,2,1.5,1260,2,0,1983,0
655000,429,4,2.25,2420,1,0,1972,0
317000,154,3,1,1010,1,0,1959,0
5e+05,489,4,2.5,1770,1.5,0,1970,1993
314963,293,2,1,890,1,0,1943,0
715000,299,3,1.5,1670,2,0,1925,0
280000,286,3,2.25,1360,2,0,1992,0
531000,162,3,2.5,2120,2,0,1988,0
617000,265,3,2.5,1910,2,0,1998,0
440000,281,4,1,1480,1.5,0,1940,0
140000,209,3,1,1090,1,0,1955,0
661000,408,4,1.75,1670,1,0,1973,0
697000,483,4,1.75,1670,1,0,1973,0
1195000,177,5,2.75,3650,2,0,1969,0
535000,262,4,2,1970,1,0,1969,0
404500,447,2,2,1320,1.5,0,1910,0
396500,315,3,1,1710,1,0,1954,0
450000,443,3,2.25,1740,1,0,1977,0
605000,380,3,3.25,2200,2,0,1988,0
699000,253,3,2,2010,2,0,1999,0
805000,169,3,3,3910,2,0,1985,0
156000,414,1,0.75,470,1,0,1947,0
595000,429,4,2.5,2330,1,0,1984,0
285000,208,3,1.75,1930,1.5,0,1929,0
725000,448,4,2.5,3270,2,0,2007,0
216300,328,3,2.5,1650,2,0,1985,0
410000,292,4,2.75,2220,1,0,1983,0
597000,245,2,1.75,2470,1,0,1916,0
325000,413,3,1,1300,1,0,1977,0
355000,455,5,2.75,2530,1,0,1966,0
338000,351,3,1.5,2400,1,0,1961,0
210000,321,4,2.25,1500,2,0,1999,0
423000,225,4,1.75,1700,1,0,1967,0
249500,406,4,1.5,2120,1,0,1977,0
325000,374,4,2.5,2240,2,0,2002,0
257000,448,3,1.75,1540,1,0,1987,0
550000,474,3,1.75,1890,1,0,1978,0
490000,317,3,1,1260,2,0,1920,0
299000,397,2,1.5,1160,2,0,1983,0
295000,306,2,1,1300,1,0,1960,0
630000,301,4,2.5,3220,2,0,1978,0
320000,478,4,1.5,2020,1,0,1962,0
1110000,478,4,2.5,2990,1,0,1959,0
398000,264,4,1,1420,1,0,1953,0
218000,140,3,1,1020,1,0,1956,0
590000,426,4,2.75,2400,2,0,1988,0
1595000,151,5,3,3640,2,0,1982,0
348500,351,2,2.25,1550,2,0,2007,0
592500,205,2,2,1870,1,0,2006,0
505000,160,3,2.5,2340,2,0,1995,0
1430000,301,5,4.25,3350,2,0,2014,0
502000,201,3,1,1710,1,0,1921,0
257500,174,2,2,1180,1,0,1940,0
405000,191,3,1.5,1600,1,0,1966,0
427000,440,3,1.75,1300,1,0,1959,0
290000,337,3,1.5,1040,1,0,1955,0
222000,447,3,1,1220,1,0,1954,0
315000,351,3,2.5,2240,2,0,2002,0
371000,154,3,1.5,1420,1,0,1959,0
279900,176,3,1.75,1580,1,0,1988,0
250000,474,3,1.5,2390,1,0,1938,1968
599000,125,4,2.25,2260,2,0,1977,0
267300,196,3,1.75,1890,1,0,1964,0
585000,344,2,1.75,1830,1,0,1949,0
350000,468,3,1.75,1000,1,0,1969,0
506000,167,3,1.75,2180,1,0,1961,0
4e+05,316,6,2,2320,2,0,1962,0
151100,307,3,1,840,1,0,1921,0
251000,475,3,1,840,1,0,1921,0
555000,141,4,2.25,2350,1,0,1977,0
467500,278,3,1.75,2040,1,0,1997,0
479000,461,4,2.5,2370,2,0,1996,0
247000,470,5,2,1590,1,0,1962,0
299500,387,3,1,1380,1,0,1977,0
306888,491,4,1.5,1940,1.5,0,1980,0
675000,278,4,2.5,3320,2,0,2001,0
577000,475,2,1,1090,1.5,0,1947,0
219950,139,3,1.5,1650,1,0,1967,0
375000,203,3,1.5,1110,1,0,1940,1997
650000,310,4,2.5,2110,1,0,1942,0
975000,460,3,3,1850,1.5,0,1900,0
229000,483,1,1,600,1,0,1920,0
575000,263,5,2.5,2760,1.5,0,1926,2014
815000,482,4,1.75,2970,1,0,1962,0
525000,217,3,1.75,2300,1,0,1979,0
471000,156,3,2.5,2030,2,0,2001,0
450000,173,4,1.75,2160,1,0,1942,0
590000,147,3,2,1650,2,0,1926,1993
744000,212,4,2.5,3140,2,0,2004,0
460000,334,4,2.25,2690,2,0,1986,0
299000,436,5,2.5,1940,1,0,1960,0
231000,393,4,1,1220,1.5,0,1940,0
195000,231,3,1,1300,1,0,1975,0
305000,477,3,1.75,1660,1,0,1979,0
895000,425,4,1.5,3390,2,0,1916,0
1110000,126,4,1.5,2310,1,0,1950,0
339000,176,2,1,950,1,0,1941,0
885000,465,4,3.75,2400,1,0,1924,2005
375000,306,3,1,1780,1.5,0,1944,0
367400,215,4,1.5,1280,1,0,1958,0
7e+05,478,4,2,1930,1,0,1953,0
667000,394,5,2.25,2560,1,0,1966,0
2e+05,355,2,1,920,1,0,1906,0
552775,469,3,2.5,1900,2,0,1971,2007
452000,202,3,2,2270,1,0,1900,1980
418000,324,3,2.5,2080,1,0,1978,0
601500,407,3,1.75,1460,1,0,1968,2000
6e+05,124,3,1.75,1670,1,0,1976,1992
340000,478,4,2.5,2810,2,0,1998,0
310000,237,3,2.5,2370,2,0,1994,0
290000,350,2,1.75,1700,1,0,1972,0
438000,478,2,1,1630,1,0,1941,0
718000,419,4,2.75,2930,1,0,1939,0
2e+05,170,2,1,860,1,0,1949,0
479900,147,3,2,1980,1,0,1994,0
4e+05,477,3,2.5,2080,2,0,1987,0
219950,446,3,1,1060,1,0,1957,0
3e+05,238,3,2.5,1590,2,0,2000,0
437000,216,3,2.25,1980,1,0,1959,0
350000,190,4,2,1720,1,0,1971,0
626000,271,4,1.75,1350,1,0,1954,0
490000,419,3,2.5,2080,2,0,1978,0
289000,139,3,2.5,2090,2,0,2002,0
595000,317,3,2.5,2030,2,0,2008,0
676000,344,3,2.25,2680,1,0,1989,0
389000,468,3,1.75,1820,1,0,1980,0
240000,257,3,2,1300,1,0,1983,0
382500,167,4,2.5,2210,2,0,1993,0
511555,128,3,2,1400,1,0,1963,0
710500,252,3,1.75,2040,1.5,0,1917,0
429000,140,3,2.5,2420,2,0,1985,0
170000,203,4,1.75,1920,1,0,1962,0
2135000,232,4,3.25,3860,1,0,1975,0
480000,462,5,2.75,2760,1,0,1979,0
1665000,200,4,3.75,3450,2,0,1993,0
225000,132,3,1,1040,1,0,1947,0
615000,334,3,1.75,2220,1,0,1975,0
438950,323,4,2.5,2470,2,0,1991,0
242000,427,3,1.75,1300,1,0,1962,0
560000,196,3,2.5,1960,1,0,1989,0
857500,275,3,1.5,2040,2,0,1928,0
685000,125,4,2.5,3030,2,0,1999,0
486000,457,4,3,2260,2,0,1977,0
749000,155,3,2.5,2670,2,0,1987,0
260000,317,3,2.5,1520,2,0,1986,0
1015000,378,3,1.75,3610,1.5,0,1930,0
565000,433,3,1.75,1130,1,0,1942,0
355000,286,3,2,1480,2,0,1991,0
